beta-box [3.0000, 3.0010]: 21 t-boxes
beta-box [5.1480, 5.1490]: 183 t-boxes
beta-box [5.1490, 5.1500]: 183 t-boxes
beta-box [5.1500, 5.1510]: 184 t-boxes
beta-box [5.1510, 5.1520]: 185 t-boxes
beta-box [5.1520, 5.1530]: 185 t-boxes
beta-box [5.1530, 5.1540]: 185 t-boxes
beta-box [5.1540, 5.1550]: 185 t-boxes
beta-box [5.1550, 5.1560]: 185 t-boxes
beta-box [5.1560, 5.1570]: 185 t-boxes
beta-box [5.1570, 5.1580]: 185 t-boxes
beta-box [5.1580, 5.1590]: 186 t-boxes
beta-box [5.1590, 5.1600]: 186 t-boxes
beta-box [5.1600, 5.1610]: 187 t-boxes
beta-box [5.1610, 5.1620]: 187 t-boxes
beta-box [5.1620, 5.1630]: 188 t-boxes
beta-box [5.1630, 5.1640]: 188 t-boxes
beta-box [5.1640, 5.1650]: 189 t-boxes
beta-box [5.1650, 5.1660]: 189 t-boxes
beta-box [5.1660, 5.1670]: 189 t-boxes
beta-box [5.1670, 5.1680]: 189 t-boxes
beta-box [5.1680, 5.1690]: 189 t-boxes
beta-box [5.1690, 5.1700]: 189 t-boxes
beta-box [5.1700, 5.1710]: 190 t-boxes
beta-box [5.1710, 5.1720]: 190 t-boxes
beta-box [5.1720, 5.1730]: 190 t-boxes
beta-box [5.1730, 5.1740]: 190 t-boxes
beta-box [5.1740, 5.1750]: 191 t-boxes
beta-box [5.1750, 5.1760]: 191 t-boxes
beta-box [5.1760, 5.1770]: 192 t-boxes
beta-box [5.1770, 5.1780]: 193 t-boxes
beta-box [5.1780, 5.1790]: 193 t-boxes
beta-box [5.1790, 5.1800]: 193 t-boxes
beta-box [5.1800, 5.1810]: 194 t-boxes
beta-box [5.1810, 5.1820]: 194 t-boxes
beta-box [5.1820, 5.1830]: 194 t-boxes
beta-box [5.1830, 5.1840]: 195 t-boxes
beta-box [5.1840, 5.1850]: 195 t-boxes
beta-box [5.1850, 5.1860]: 195 t-boxes
beta-box [5.1860, 5.1870]: 196 t-boxes
beta-box [5.1870, 5.1880]: 196 t-boxes
beta-box [5.1880, 5.1890]: 196 t-boxes
beta-box [5.1890, 5.1900]: 196 t-boxes
beta-box [5.1900, 5.1910]: 197 t-boxes
beta-box [5.1910, 5.1920]: 197 t-boxes
beta-box [5.1920, 5.1930]: 197 t-boxes
beta-box [5.1930, 5.1940]: 197 t-boxes
beta-box [5.1940, 5.1950]: 197 t-boxes
beta-box [5.1950, 5.1960]: 197 t-boxes
beta-box [5.1960, 5.1970]: 198 t-boxes
beta-box [5.1970, 5.1980]: 199 t-boxes
beta-box [5.1980, 5.1990]: 199 t-boxes
beta-box [5.1990, 5.2000]: 199 t-boxes
beta-box [5.2000, 5.2010]: 199 t-boxes
beta-box [5.2010, 5.2020]: 200 t-boxes
beta-box [5.2020, 5.2030]: 201 t-boxes
beta-box [5.2030, 5.2040]: 201 t-boxes
beta-box [5.2040, 5.2050]: 202 t-boxes
beta-box [5.2050, 5.2060]: 203 t-boxes
beta-box [5.2060, 5.2070]: 203 t-boxes
beta-box [5.2070, 5.2080]: 204 t-boxes
beta-box [5.2080, 5.2090]: 204 t-boxes
beta-box [5.2090, 5.2100]: 206 t-boxes
beta-box [5.2100, 5.2110]: 206 t-boxes
beta-box [5.2110, 5.2120]: 206 t-boxes
beta-box [5.2120, 5.2130]: 206 t-boxes
beta-box [5.2130, 5.2140]: 206 t-boxes
beta-box [5.2140, 5.2150]: 206 t-boxes
beta-box [5.2150, 5.2160]: 207 t-boxes
beta-box [5.2160, 5.2170]: 207 t-boxes
beta-box [5.2170, 5.2180]: 207 t-boxes
beta-box [5.2180, 5.2190]: 207 t-boxes
beta-box [5.2190, 5.2200]: 207 t-boxes
beta-box [5.2200, 5.2210]: 208 t-boxes
beta-box [5.2210, 5.2220]: 209 t-boxes
beta-box [5.2220, 5.2230]: 210 t-boxes
beta-box [5.2230, 5.2240]: 210 t-boxes
beta-box [5.2240, 5.2250]: 210 t-boxes
beta-box [5.2250, 5.2260]: 210 t-boxes
beta-box [5.2260, 5.2270]: 210 t-boxes
beta-box [5.2270, 5.2280]: 210 t-boxes
beta-box [5.2280, 5.2290]: 211 t-boxes
beta-box [5.2290, 5.2300]: 211 t-boxes
beta-box [5.2300, 5.2310]: 211 t-boxes
beta-box [5.2310, 5.2320]: 211 t-boxes
beta-box [5.2320, 5.2330]: 212 t-boxes
beta-box [5.2330, 5.2340]: 212 t-boxes
beta-box [5.2340, 5.2350]: 213 t-boxes
beta-box [5.2350, 5.2360]: 213 t-boxes
beta-box [5.2360, 5.2370]: 213 t-boxes
beta-box [5.2370, 5.2380]: 213 t-boxes
beta-box [5.2380, 5.2390]: 214 t-boxes
beta-box [5.2390, 5.2400]: 214 t-boxes
beta-box [5.2400, 5.2410]: 214 t-boxes
beta-box [5.2410, 5.2420]: 216 t-boxes
beta-box [5.2420, 5.2430]: 216 t-boxes
beta-box [5.2430, 5.2440]: 216 t-boxes
beta-box [5.2440, 5.2450]: 217 t-boxes
beta-box [5.2450, 5.2460]: 217 t-boxes
beta-box [5.2460, 5.2470]: 217 t-boxes
beta-box [5.2470, 5.2480]: 218 t-boxes
beta-box [5.2480, 5.2490]: 218 t-boxes
beta-box [5.2490, 5.2500]: 218 t-boxes
beta-box [5.2500, 5.2510]: 218 t-boxes
beta-box [5.2510, 5.2520]: 218 t-boxes
beta-box [5.2520, 5.2530]: 218 t-boxes
beta-box [5.2530, 5.2540]: 219 t-boxes
beta-box [5.2540, 5.2550]: 219 t-boxes
beta-box [5.2550, 5.2560]: 220 t-boxes
beta-box [5.2560, 5.2570]: 220 t-boxes
beta-box [5.2570, 5.2580]: 220 t-boxes
beta-box [5.2580, 5.2590]: 220 t-boxes
beta-box [5.2590, 5.2600]: 220 t-boxes
beta-box [5.2600, 5.2610]: 221 t-boxes
beta-box [5.2610, 5.2620]: 222 t-boxes
beta-box [5.2620, 5.2630]: 222 t-boxes
beta-box [5.2630, 5.2640]: 222 t-boxes
beta-box [5.2640, 5.2650]: 222 t-boxes
beta-box [5.2650, 5.2660]: 222 t-boxes
beta-box [5.2660, 5.2670]: 223 t-boxes
beta-box [5.2670, 5.2680]: 224 t-boxes
beta-box [5.2680, 5.2690]: 224 t-boxes
beta-box [5.2690, 5.2700]: 226 t-boxes
beta-box [5.2700, 5.2710]: 226 t-boxes
beta-box [5.2710, 5.2720]: 226 t-boxes
beta-box [5.2720, 5.2730]: 227 t-boxes
beta-box [5.2730, 5.2740]: 227 t-boxes
beta-box [5.2740, 5.2750]: 227 t-boxes
beta-box [5.2750, 5.2760]: 227 t-boxes
beta-box [5.2760, 5.2770]: 227 t-boxes
beta-box [5.2770, 5.2780]: 227 t-boxes
beta-box [5.2780, 5.2790]: 228 t-boxes
beta-box [5.2790, 5.2800]: 229 t-boxes
beta-box [5.2800, 5.2810]: 229 t-boxes
beta-box [5.2810, 5.2820]: 230 t-boxes
beta-box [5.2820, 5.2830]: 230 t-boxes
beta-box [5.2830, 5.2840]: 230 t-boxes
beta-box [5.2840, 5.2850]: 230 t-boxes
beta-box [5.2850, 5.2860]: 231 t-boxes
beta-box [5.2860, 5.2870]: 231 t-boxes
beta-box [5.2870, 5.2880]: 231 t-boxes
beta-box [5.2880, 5.2890]: 231 t-boxes
beta-box [5.2890, 5.2900]: 231 t-boxes
beta-box [5.2900, 5.2910]: 232 t-boxes
beta-box [5.2910, 5.2920]: 233 t-boxes
beta-box [5.2920, 5.2930]: 233 t-boxes
beta-box [5.2930, 5.2940]: 233 t-boxes
beta-box [5.2940, 5.2950]: 233 t-boxes
beta-box [5.2950, 5.2960]: 234 t-boxes
beta-box [5.2960, 5.2970]: 234 t-boxes
beta-box [5.2970, 5.2980]: 235 t-boxes
beta-box [5.2980, 5.2990]: 236 t-boxes
beta-box [5.2990, 5.3000]: 238 t-boxes
beta-box [5.3000, 5.3010]: 238 t-boxes
beta-box [5.3010, 5.3020]: 239 t-boxes
beta-box [5.3020, 5.3030]: 241 t-boxes
beta-box [5.3030, 5.3040]: 241 t-boxes
beta-box [5.3040, 5.3050]: 242 t-boxes
beta-box [5.3050, 5.3060]: 243 t-boxes
beta-box [5.3060, 5.3070]: 243 t-boxes
beta-box [5.3070, 5.3080]: 243 t-boxes
beta-box [5.3080, 5.3090]: 244 t-boxes
beta-box [5.3090, 5.3100]: 244 t-boxes
beta-box [5.3100, 5.3110]: 245 t-boxes
beta-box [5.3110, 5.3120]: 245 t-boxes
beta-box [5.3120, 5.3130]: 247 t-boxes
beta-box [5.3130, 5.3140]: 248 t-boxes
beta-box [5.3140, 5.3150]: 248 t-boxes
beta-box [5.3150, 5.3160]: 249 t-boxes
beta-box [5.3160, 5.3170]: 250 t-boxes
beta-box [5.3170, 5.3180]: 250 t-boxes
beta-box [5.3180, 5.3190]: 251 t-boxes
beta-box [5.3190, 5.3200]: 251 t-boxes
beta-box [5.3200, 5.3210]: 251 t-boxes
beta-box [5.3210, 5.3220]: 252 t-boxes
beta-box [5.3220, 5.3230]: 253 t-boxes
beta-box [5.3230, 5.3240]: 254 t-boxes
beta-box [5.3240, 5.3250]: 255 t-boxes
beta-box [5.3250, 5.3260]: 256 t-boxes
beta-box [5.3260, 5.3270]: 256 t-boxes
beta-box [5.3270, 5.3280]: 256 t-boxes
beta-box [5.3280, 5.3290]: 257 t-boxes
beta-box [5.3290, 5.3300]: 258 t-boxes
beta-box [5.3300, 5.3310]: 259 t-boxes
beta-box [5.3310, 5.3320]: 259 t-boxes
beta-box [5.3320, 5.3330]: 260 t-boxes
beta-box [5.3330, 5.3340]: 260 t-boxes
beta-box [5.3340, 5.3350]: 261 t-boxes
beta-box [5.3350, 5.3360]: 264 t-boxes
beta-box [5.3360, 5.3370]: 264 t-boxes
beta-box [5.3370, 5.3380]: 264 t-boxes
beta-box [5.3380, 5.3390]: 265 t-boxes
beta-box [5.3390, 5.3400]: 265 t-boxes
beta-box [5.3400, 5.3410]: 265 t-boxes
beta-box [5.3410, 5.3420]: 267 t-boxes
beta-box [5.3420, 5.3430]: 268 t-boxes
beta-box [5.3430, 5.3440]: 268 t-boxes
beta-box [5.3440, 5.3450]: 268 t-boxes
beta-box [5.3450, 5.3460]: 269 t-boxes
beta-box [5.3460, 5.3470]: 269 t-boxes
beta-box [5.3470, 5.3480]: 271 t-boxes
beta-box [5.3480, 5.3490]: 272 t-boxes
beta-box [5.3490, 5.3500]: 272 t-boxes
beta-box [5.3500, 5.3510]: 272 t-boxes
beta-box [5.3510, 5.3520]: 272 t-boxes
beta-box [5.3520, 5.3530]: 273 t-boxes
beta-box [5.3530, 5.3540]: 273 t-boxes
beta-box [5.3540, 5.3550]: 274 t-boxes
beta-box [5.3550, 5.3560]: 275 t-boxes
beta-box [5.3560, 5.3570]: 275 t-boxes
beta-box [5.3570, 5.3580]: 275 t-boxes
beta-box [5.3580, 5.3590]: 277 t-boxes
beta-box [5.3590, 5.3600]: 277 t-boxes
beta-box [5.3600, 5.3610]: 279 t-boxes
beta-box [5.3610, 5.3620]: 281 t-boxes
beta-box [5.3620, 5.3630]: 281 t-boxes
beta-box [5.3630, 5.3640]: 282 t-boxes
beta-box [5.3640, 5.3650]: 282 t-boxes
beta-box [5.3650, 5.3660]: 283 t-boxes
beta-box [5.3660, 5.3670]: 284 t-boxes
beta-box [5.3670, 5.3680]: 284 t-boxes
beta-box [5.3680, 5.3690]: 285 t-boxes
beta-box [5.3690, 5.3700]: 286 t-boxes
beta-box [5.3700, 5.3710]: 286 t-boxes
beta-box [5.3710, 5.3720]: 287 t-boxes
beta-box [5.3720, 5.3730]: 288 t-boxes
beta-box [5.3730, 5.3740]: 288 t-boxes
beta-box [5.3740, 5.3750]: 288 t-boxes
beta-box [5.3750, 5.3760]: 289 t-boxes
beta-box [5.3760, 5.3770]: 289 t-boxes
beta-box [5.3770, 5.3780]: 289 t-boxes
beta-box [5.3780, 5.3790]: 291 t-boxes
beta-box [5.3790, 5.3800]: 291 t-boxes
beta-box [5.3800, 5.3810]: 292 t-boxes
beta-box [5.3810, 5.3820]: 294 t-boxes
beta-box [5.3820, 5.3830]: 294 t-boxes
beta-box [5.3830, 5.3840]: 294 t-boxes
beta-box [5.3840, 5.3850]: 295 t-boxes
beta-box [5.3850, 5.3860]: 296 t-boxes
beta-box [5.3860, 5.3870]: 296 t-boxes
beta-box [5.3870, 5.3880]: 297 t-boxes
beta-box [5.3880, 5.3890]: 297 t-boxes
beta-box [5.3890, 5.3900]: 297 t-boxes
beta-box [5.3900, 5.3910]: 297 t-boxes
beta-box [5.3910, 5.3920]: 300 t-boxes
beta-box [5.3920, 5.3930]: 301 t-boxes
beta-box [5.3930, 5.3940]: 301 t-boxes
beta-box [5.3940, 5.3950]: 302 t-boxes
beta-box [5.3950, 5.3960]: 302 t-boxes
beta-box [5.3960, 5.3970]: 302 t-boxes
beta-box [5.3970, 5.3980]: 304 t-boxes
beta-box [5.3980, 5.3990]: 304 t-boxes
beta-box [5.3990, 5.4000]: 304 t-boxes
beta-box [5.4000, 5.4010]: 304 t-boxes
beta-box [5.4010, 5.4020]: 307 t-boxes
beta-box [5.4020, 5.4030]: 307 t-boxes
beta-box [5.4030, 5.4040]: 309 t-boxes
beta-box [5.4040, 5.4050]: 310 t-boxes
beta-box [5.4050, 5.4060]: 310 t-boxes
beta-box [5.4060, 5.4070]: 310 t-boxes
beta-box [5.4070, 5.4080]: 311 t-boxes
beta-box [5.4080, 5.4090]: 311 t-boxes
beta-box [5.4090, 5.4100]: 313 t-boxes
beta-box [5.4100, 5.4110]: 314 t-boxes
beta-box [5.4110, 5.4120]: 315 t-boxes
beta-box [5.4120, 5.4130]: 316 t-boxes
beta-box [5.4130, 5.4140]: 316 t-boxes
beta-box [5.4140, 5.4150]: 319 t-boxes
beta-box [5.4150, 5.4160]: 320 t-boxes
beta-box [5.4160, 5.4170]: 321 t-boxes
beta-box [5.4170, 5.4180]: 322 t-boxes
beta-box [5.4180, 5.4190]: 323 t-boxes
beta-box [5.4190, 5.4200]: 324 t-boxes
beta-box [5.4200, 5.4210]: 325 t-boxes
beta-box [5.4210, 5.4220]: 328 t-boxes
beta-box [5.4220, 5.4230]: 331 t-boxes
beta-box [5.4230, 5.4240]: 332 t-boxes
beta-box [5.4240, 5.4250]: 333 t-boxes
beta-box [5.4250, 5.4260]: 334 t-boxes
beta-box [5.4260, 5.4270]: 335 t-boxes
beta-box [5.4270, 5.4280]: 338 t-boxes
beta-box [5.4280, 5.4290]: 338 t-boxes
beta-box [5.4290, 5.4300]: 339 t-boxes
beta-box [5.4300, 5.4310]: 340 t-boxes
beta-box [5.4310, 5.4320]: 341 t-boxes
beta-box [5.4320, 5.4330]: 342 t-boxes
beta-box [5.4330, 5.4340]: 344 t-boxes
beta-box [5.4340, 5.4350]: 345 t-boxes
beta-box [5.4350, 5.4360]: 345 t-boxes
beta-box [5.4360, 5.4370]: 347 t-boxes
beta-box [5.4370, 5.4380]: 349 t-boxes
beta-box [5.4380, 5.4390]: 349 t-boxes
beta-box [5.4390, 5.4400]: 351 t-boxes
beta-box [5.4400, 5.4410]: 352 t-boxes
beta-box [5.4410, 5.4420]: 354 t-boxes
beta-box [5.4420, 5.4430]: 354 t-boxes
beta-box [5.4430, 5.4440]: 356 t-boxes
beta-box [5.4440, 5.4450]: 357 t-boxes
beta-box [5.4450, 5.4460]: 358 t-boxes
beta-box [5.4460, 5.4470]: 360 t-boxes
beta-box [5.4470, 5.4480]: 360 t-boxes
beta-box [5.4480, 5.4490]: 362 t-boxes
beta-box [5.4490, 5.4500]: 364 t-boxes
beta-box [5.4500, 5.4510]: 364 t-boxes
beta-box [5.4510, 5.4520]: 366 t-boxes
beta-box [5.4520, 5.4530]: 368 t-boxes
beta-box [5.4530, 5.4540]: 369 t-boxes
beta-box [5.4540, 5.4550]: 370 t-boxes
beta-box [5.4550, 5.4560]: 371 t-boxes
beta-box [5.4560, 5.4570]: 372 t-boxes
beta-box [5.4570, 5.4580]: 373 t-boxes
beta-box [5.4580, 5.4590]: 374 t-boxes
beta-box [5.4590, 5.4600]: 376 t-boxes
beta-box [5.4600, 5.4610]: 378 t-boxes
beta-box [5.4610, 5.4620]: 379 t-boxes
beta-box [5.4620, 5.4630]: 380 t-boxes
beta-box [5.4630, 5.4640]: 382 t-boxes
beta-box [5.4640, 5.4650]: 383 t-boxes
beta-box [5.4650, 5.4660]: 384 t-boxes
beta-box [5.4660, 5.4670]: 385 t-boxes
beta-box [5.4670, 5.4680]: 385 t-boxes
beta-box [5.4680, 5.4690]: 386 t-boxes
beta-box [5.4690, 5.4700]: 389 t-boxes
beta-box [5.4700, 5.4710]: 391 t-boxes
beta-box [5.4710, 5.4720]: 392 t-boxes
beta-box [5.4720, 5.4730]: 393 t-boxes
beta-box [5.4730, 5.4740]: 394 t-boxes
beta-box [5.4740, 5.4750]: 396 t-boxes
beta-box [5.4750, 5.4760]: 399 t-boxes
beta-box [5.4760, 5.4770]: 401 t-boxes
beta-box [5.4770, 5.4780]: 402 t-boxes
beta-box [5.4780, 5.4790]: 406 t-boxes
beta-box [5.4790, 5.4800]: 408 t-boxes
beta-box [5.4800, 5.4810]: 410 t-boxes
beta-box [5.4810, 5.4820]: 413 t-boxes
beta-box [5.4820, 5.4830]: 417 t-boxes
beta-box [5.4830, 5.4840]: 419 t-boxes
beta-box [5.4840, 5.4850]: 423 t-boxes
beta-box [5.4850, 5.4860]: 424 t-boxes
beta-box [5.4860, 5.4870]: 426 t-boxes
beta-box [5.4870, 5.4880]: 428 t-boxes
beta-box [5.4880, 5.4890]: 432 t-boxes
beta-box [5.4890, 5.4900]: 433 t-boxes
beta-box [5.4900, 5.4910]: 436 t-boxes
beta-box [5.4910, 5.4920]: 439 t-boxes
beta-box [5.4920, 5.4930]: 441 t-boxes
beta-box [5.4930, 5.4940]: 443 t-boxes
beta-box [5.4940, 5.4950]: 448 t-boxes
beta-box [5.4950, 5.4960]: 449 t-boxes
beta-box [5.4960, 5.4970]: 451 t-boxes
beta-box [5.4970, 5.4980]: 454 t-boxes
beta-box [5.4980, 5.4990]: 455 t-boxes
beta-box [5.4990, 5.5000]: 459 t-boxes
beta-box [5.5000, 5.5010]: 462 t-boxes
beta-box [5.5010, 5.5020]: 464 t-boxes
beta-box [5.5020, 5.5030]: 467 t-boxes
beta-box [5.5030, 5.5040]: 469 t-boxes
beta-box [5.5040, 5.5050]: 472 t-boxes
beta-box [5.5050, 5.5060]: 474 t-boxes
beta-box [5.5060, 5.5070]: 476 t-boxes
beta-box [5.5070, 5.5080]: 479 t-boxes
beta-box [5.5080, 5.5090]: 481 t-boxes
beta-box [5.5090, 5.5100]: 484 t-boxes
beta-box [5.5100, 5.5110]: 488 t-boxes
beta-box [5.5110, 5.5120]: 492 t-boxes
beta-box [5.5120, 5.5130]: 498 t-boxes
beta-box [5.5130, 5.5140]: 505 t-boxes
beta-box [5.5140, 5.5150]: 509 t-boxes
beta-box [5.5150, 5.5160]: 512 t-boxes
beta-box [5.5160, 5.5170]: 520 t-boxes
beta-box [5.5170, 5.5180]: 524 t-boxes
beta-box [5.5180, 5.5190]: 528 t-boxes
beta-box [5.5190, 5.5200]: 535 t-boxes
beta-box [5.5200, 5.5210]: 539 t-boxes
beta-box [5.5210, 5.5220]: 544 t-boxes
beta-box [5.5220, 5.5230]: 548 t-boxes
beta-box [5.5230, 5.5240]: 555 t-boxes
beta-box [5.5240, 5.5250]: 560 t-boxes
beta-box [5.5250, 5.5260]: 564 t-boxes
beta-box [5.5260, 5.5270]: 569 t-boxes
beta-box [5.5270, 5.5280]: 572 t-boxes
  narrowing beta step to 0.000500 at beta=5.5280 (bulk failure near t=2.87012)
beta-box [5.5280, 5.5285]: 236 t-boxes
beta-box [5.5285, 5.5290]: 236 t-boxes
beta-box [5.5290, 5.5295]: 237 t-boxes
beta-box [5.5295, 5.5300]: 237 t-boxes
beta-box [5.5300, 5.5305]: 237 t-boxes
beta-box [5.5305, 5.5310]: 238 t-boxes
beta-box [5.5310, 5.5315]: 238 t-boxes
beta-box [5.5315, 5.5320]: 238 t-boxes
beta-box [5.5320, 5.5325]: 238 t-boxes
beta-box [5.5325, 5.5330]: 238 t-boxes
beta-box [5.5330, 5.5335]: 238 t-boxes
beta-box [5.5335, 5.5340]: 239 t-boxes
beta-box [5.5340, 5.5345]: 239 t-boxes
beta-box [5.5345, 5.5350]: 239 t-boxes
beta-box [5.5350, 5.5355]: 239 t-boxes
beta-box [5.5355, 5.5360]: 239 t-boxes
beta-box [5.5360, 5.5365]: 239 t-boxes
beta-box [5.5365, 5.5370]: 239 t-boxes
beta-box [5.5370, 5.5375]: 240 t-boxes
beta-box [5.5375, 5.5380]: 240 t-boxes
beta-box [5.5380, 5.5385]: 241 t-boxes
beta-box [5.5385, 5.5390]: 241 t-boxes
beta-box [5.5390, 5.5395]: 241 t-boxes
beta-box [5.5395, 5.5400]: 241 t-boxes
beta-box [5.5400, 5.5405]: 241 t-boxes
beta-box [5.5405, 5.5410]: 241 t-boxes
beta-box [5.5410, 5.5415]: 242 t-boxes
beta-box [5.5415, 5.5420]: 243 t-boxes
beta-box [5.5420, 5.5425]: 243 t-boxes
beta-box [5.5425, 5.5430]: 243 t-boxes
beta-box [5.5430, 5.5435]: 244 t-boxes
beta-box [5.5435, 5.5440]: 244 t-boxes
beta-box [5.5440, 5.5445]: 245 t-boxes
beta-box [5.5445, 5.5450]: 245 t-boxes
beta-box [5.5450, 5.5455]: 245 t-boxes
beta-box [5.5455, 5.5460]: 245 t-boxes
beta-box [5.5460, 5.5465]: 245 t-boxes
beta-box [5.5465, 5.5470]: 245 t-boxes
beta-box [5.5470, 5.5475]: 245 t-boxes
beta-box [5.5475, 5.5480]: 245 t-boxes
beta-box [5.5480, 5.5485]: 245 t-boxes
beta-box [5.5485, 5.5490]: 245 t-boxes
beta-box [5.5490, 5.5495]: 245 t-boxes
beta-box [5.5495, 5.5500]: 245 t-boxes
beta-box [5.5500, 5.5505]: 245 t-boxes
beta-box [5.5505, 5.5510]: 245 t-boxes
beta-box [5.5510, 5.5515]: 246 t-boxes
beta-box [5.5515, 5.5520]: 246 t-boxes
beta-box [5.5520, 5.5525]: 246 t-boxes
beta-box [5.5525, 5.5530]: 246 t-boxes
beta-box [5.5530, 5.5535]: 246 t-boxes
beta-box [5.5535, 5.5540]: 247 t-boxes
beta-box [5.5540, 5.5545]: 247 t-boxes
beta-box [5.5545, 5.5550]: 247 t-boxes
beta-box [5.5550, 5.5555]: 247 t-boxes
beta-box [5.5555, 5.5560]: 247 t-boxes
beta-box [5.5560, 5.5565]: 247 t-boxes
beta-box [5.5565, 5.5570]: 247 t-boxes
beta-box [5.5570, 5.5575]: 247 t-boxes
beta-box [5.5575, 5.5580]: 247 t-boxes
beta-box [5.5580, 5.5585]: 248 t-boxes
beta-box [5.5585, 5.5590]: 248 t-boxes
beta-box [5.5590, 5.5595]: 248 t-boxes
beta-box [5.5595, 5.5600]: 248 t-boxes
beta-box [5.5600, 5.5605]: 248 t-boxes
beta-box [5.5605, 5.5610]: 248 t-boxes
beta-box [5.5610, 5.5615]: 248 t-boxes
beta-box [5.5615, 5.5620]: 248 t-boxes
beta-box [5.5620, 5.5625]: 248 t-boxes
beta-box [5.5625, 5.5630]: 248 t-boxes
beta-box [5.5630, 5.5635]: 248 t-boxes
beta-box [5.5635, 5.5640]: 249 t-boxes
beta-box [5.5640, 5.5645]: 249 t-boxes
beta-box [5.5645, 5.5650]: 249 t-boxes
beta-box [5.5650, 5.5655]: 252 t-boxes
beta-box [5.5655, 5.5660]: 252 t-boxes
beta-box [5.5660, 5.5665]: 252 t-boxes
beta-box [5.5665, 5.5670]: 252 t-boxes
beta-box [5.5670, 5.5675]: 252 t-boxes
beta-box [5.5675, 5.5680]: 252 t-boxes
beta-box [5.5680, 5.5685]: 252 t-boxes
beta-box [5.5685, 5.5690]: 252 t-boxes
beta-box [5.5690, 5.5695]: 252 t-boxes
beta-box [5.5695, 5.5700]: 252 t-boxes
beta-box [5.5700, 5.5705]: 252 t-boxes
beta-box [5.5705, 5.5710]: 252 t-boxes
beta-box [5.5710, 5.5715]: 252 t-boxes
beta-box [5.5715, 5.5720]: 252 t-boxes
beta-box [5.5720, 5.5725]: 253 t-boxes
beta-box [5.5725, 5.5730]: 253 t-boxes
beta-box [5.5730, 5.5735]: 253 t-boxes
beta-box [5.5735, 5.5740]: 253 t-boxes
beta-box [5.5740, 5.5745]: 253 t-boxes
beta-box [5.5745, 5.5750]: 253 t-boxes
beta-box [5.5750, 5.5755]: 253 t-boxes
beta-box [5.5755, 5.5760]: 253 t-boxes
beta-box [5.5760, 5.5765]: 253 t-boxes
beta-box [5.5765, 5.5770]: 253 t-boxes
beta-box [5.5770, 5.5775]: 253 t-boxes
beta-box [5.5775, 5.5780]: 254 t-boxes
beta-box [5.5780, 5.5785]: 254 t-boxes
beta-box [5.5785, 5.5790]: 255 t-boxes
beta-box [5.5790, 5.5795]: 255 t-boxes
beta-box [5.5795, 5.5800]: 255 t-boxes
beta-box [5.5800, 5.5805]: 255 t-boxes
beta-box [5.5805, 5.5810]: 255 t-boxes
beta-box [5.5810, 5.5815]: 255 t-boxes
beta-box [5.5815, 5.5820]: 255 t-boxes
beta-box [5.5820, 5.5825]: 255 t-boxes
beta-box [5.5825, 5.5830]: 255 t-boxes
beta-box [5.5830, 5.5835]: 255 t-boxes
beta-box [5.5835, 5.5840]: 255 t-boxes
beta-box [5.5840, 5.5845]: 256 t-boxes
beta-box [5.5845, 5.5850]: 256 t-boxes
beta-box [5.5850, 5.5855]: 257 t-boxes
beta-box [5.5855, 5.5860]: 257 t-boxes
beta-box [5.5860, 5.5865]: 257 t-boxes
beta-box [5.5865, 5.5870]: 257 t-boxes
beta-box [5.5870, 5.5875]: 257 t-boxes
beta-box [5.5875, 5.5880]: 257 t-boxes
beta-box [5.5880, 5.5885]: 257 t-boxes
beta-box [5.5885, 5.5890]: 257 t-boxes
beta-box [5.5890, 5.5895]: 258 t-boxes
beta-box [5.5895, 5.5900]: 258 t-boxes
beta-box [5.5900, 5.5905]: 258 t-boxes
beta-box [5.5905, 5.5910]: 258 t-boxes
beta-box [5.5910, 5.5915]: 258 t-boxes
beta-box [5.5915, 5.5920]: 258 t-boxes
beta-box [5.5920, 5.5925]: 259 t-boxes
beta-box [5.5925, 5.5930]: 259 t-boxes
beta-box [5.5930, 5.5935]: 259 t-boxes
beta-box [5.5935, 5.5940]: 259 t-boxes
beta-box [5.5940, 5.5945]: 259 t-boxes
beta-box [5.5945, 5.5950]: 259 t-boxes
beta-box [5.5950, 5.5955]: 259 t-boxes
beta-box [5.5955, 5.5960]: 259 t-boxes
beta-box [5.5960, 5.5965]: 259 t-boxes
beta-box [5.5965, 5.5970]: 261 t-boxes
beta-box [5.5970, 5.5975]: 261 t-boxes
beta-box [5.5975, 5.5980]: 261 t-boxes
beta-box [5.5980, 5.5985]: 261 t-boxes
beta-box [5.5985, 5.5990]: 262 t-boxes
beta-box [5.5990, 5.5995]: 262 t-boxes
beta-box [5.5995, 5.6000]: 262 t-boxes
beta-box [5.6000, 5.6005]: 262 t-boxes
beta-box [5.6005, 5.6010]: 262 t-boxes
beta-box [5.6010, 5.6015]: 263 t-boxes
beta-box [5.6015, 5.6020]: 263 t-boxes
beta-box [5.6020, 5.6025]: 263 t-boxes
beta-box [5.6025, 5.6030]: 263 t-boxes
beta-box [5.6030, 5.6035]: 263 t-boxes
beta-box [5.6035, 5.6040]: 263 t-boxes
beta-box [5.6040, 5.6045]: 263 t-boxes
beta-box [5.6045, 5.6050]: 264 t-boxes
beta-box [5.6050, 5.6055]: 264 t-boxes
